_unit_id,comment_text
pTT2scF6Dql6e0wNi8PilWjQ//A=," WilgStruik1web.jpg 

Hi, I'm currently involved in the Untagged Images project and can across WilgStruik1web.jpg which you uploaded. The info with the picture states it has the same license as another image that no longer exists.  → Talk 21:53, Dec 12, 2004 (UTC)"
qvCUedSuTfAOpzMOzhC/8tjuiQ8=," Image license 

Hi Muriel! Thanks for uploading Image:Drepana.png. I notice it currently doesn't have an image copyright tag. Could you add one to let us know its copyright status? (Yadda yadda yadda - glad you're still around.)

Thanks, ☯ 01:39, 2004 Dec 13 (UTC)"
8vzktRSkiQRMZvy1b+zvPASKqv0=," Image licensing 

Hi! Thanks for uploading Image:DresdenSemperOper2.jpg. I notice it currently doesn't have an image copyright tag. Could you add one to let us know its copyright status? (You can use{{gfdl}}if you release it under the GFDL, etc.) If you don't know what any of this means, just let me know where you got the images and I'll tag them for you.

If you uploaded other images, please clarify copyright for them as well, otherwise the images will eventually be deleted.

Thanks, ☯ 01:39, 2004 Dec 13 (UTC)"
+qdSL8zaI8JZ+rZy/CeATfkK5jo=," Image licensing 

Hi! Thanks for uploading Image:DresdenSemperOper2.jpg. I notice it currently doesn't have an image copyright tag. Could you add one to let us know its copyright status? (You can use
{{gfdl}}
if you release it under the GFDL, etc.) If you don't know what any of this means, just let me know where you got the images and I'll tag them for you.

If you uploaded other images, please clarify copyright for them as well, otherwise the images will eventually be deleted.

Thanks, ☯ 01:39, 2004 Dec 13 (UTC)"
68TXEnv+0oFNxpgiCAgytvAdkLU=," Can  Chomsky agrees with the official U.S. military definition of terrorism (see his talk at MIT after September 11th). You are not a lonely, but I would suggest you read his own work before forming an opinion.
 04:37, 13 Dec 2004 (UTC)"
sggKkWd+mBYGR21uE2MKCKBG44Y=,"""

Red Ensign

Hello Bellman,

I really like the Australian and New Zealand Flags alot.   Their respectively National Flags (Blue Ensigns) are both elagant and beautiful designs (in my POV).  I also love their Red Ensign counterparts,

Australia Red Ensign(Merchant Ensign of the Navy)

http://flagspot.net/images/a/au-red.gif

New Zealand Red Ensign (Merchant Ensign of the Navy)

http://flagspot.net/images/n/nz_civil.gif

Proposed 1964 Canadian Red Ensign (Possible new National Flag)

http://scaa.usask.ca/gallery/flagdisplay/images/web/panel13-3.jpg 

I really love this """"Star Constillation"""" theme.  The Australia and New Zealand Red Ensigns have the Southern Cross, and in kinship the (proposed) Canadian Red Ensign has Big Dipper.

I sincerely hope that the Red Ensign page will become unlocked someday, and your contributions Bellman, would be a true pleasure to read.

Sincerely,

ArmChairVexillologistDon"""
QA/VlHTjSTqygRNM5BJbQS3tqJY=," 17:50, 13 Dec 2004 (UTC)"
VLQRZOIujdSNz2B6AdnR4dWf3cM=,"""

 Facts and editorials 

Although this article has been improved, there are still some """"editorials"""" (ie. unsubstantiated opinions) under:
 Aftermath, and
 Impact on the games.
I'll be replacing these (obviously biased) editorials with facts and more info, the readers should draw their own conclusions.
Post any objections to my edits here. Thanks.  20:45, 2004 Dec 13 (UTC)"""
aUKBUNg91LyEyLyMt+xNM/uLv0g=,"If you choose option 1, please place it on your user page or  –  (comment) [[]] 20:58, Dec 13, 2004 (UTC)"
7W9nr0KDYONsfqnJMEYrE7QccmE=,"Cloudcuckooland, unlike the myriad Pokemon articles for example, is often made mention of outside the context of Aristophenes, making it exactly the sort of thing that someone completely unfamiliar with the term would want to look up. For that reason alone I think stand out articles are beneficial. It's obviously not too important, as long as it's covered sufficiently here with a redirect, but it's own article could be more in-depth, if necessary. Also, the fact that someone made a link of its mention in this article (which redirects back to this page) makes me think I'm not alone. Do you oppose this? Or think it's unnecessary? I admit it's not essential. - 21:20, 13 Dec 2004 (UTC)"
z/FrbFR3/+qMpw9BbBVl6sHEoVg=,"The vast majority of biologists do not agree that biblically literal creation is supported by the evidence.  Most usages of uniformitarianism can be seen as usages of ockham's razor.  To reject ockham's razor is to reject modern day science.  I disagree with Batholith below as I think it is very important to have this page in order that people can make their own minds up with the necessary facts and figures at their fingertips.  Btw could you refrain from capatilising key words in your text as it is rather off putting.   23:38, 13 Dec 2004 (UTC)"
4WvZxOH6LqI//5EyZmMLleriFV8=,"It's true the MSM (mainstream media) isn't really interested in the story. It's also true that lots of people aren't interested in the story. However, it's not true that the story is 'bs' or partisan. David Cobb said what he said and alleged what he alleged in a public hearing before members of Congress. It is noteworthy and a real event that's on the record, regardless whether the first link posted was from a 'left-wing' site or not. It just happened today, so further corroboration and links have already been provided. However, I'm not going to go so far as to say it belongs on 'Current Events', much as I respect Kevin's passions and conviction.   @ 00:26, 14 Dec 2004 (UTC)"
nhFS8+AcM5/aRhg9UOVm8cXGpsw=," Keep, expand.   | Talk 01:01, Dec 14, 2004 (UTC)"
gKS8NMNT5h2n9dypJnpNFPEkVNQ=,"Really, where do supernatural entities figure in any scientific theory.  Or are you objecting to the 
characterization of creationism and IDT as pseudo-science?  02:23, 14 Dec 2004 (UTC)"
HGZd4+QH0zvMWMiZCd+85pdqG1k=,"Reinserting Lense-Thirring

Lense Thirring is foundational to a rotating massive aether based geocentric theory. Please do not keep removing it. 05:35, 14 Dec 2004 (UTC)"
iNv4I6efmzriq569gr7Gj/QaEmw=,"""

Your inconsistent view points on references for cults and hate groups
In talk:cult you say that the checklists must go because they are unscientific, though they are clearly mentioned as disputed and attributed to the anti-cult movement. The one by Lifton is referenced. I support replacement of the other checklist by the one by Eileen Barker.  12:45, 3 Oct 2004 (UTC)
In talk:hate group you support a checklist presented as proven fact that is unattributed, but just made up and you oppose my view that the checklist must be referenced.  12:45, 3 Oct 2004 (UTC)

I may miss something but it seems that you use double standards to support your views. I hope that your can re-consider your opinions about references for checklists on these subjects. Thanks in advance.  12:39, 3 Oct 2004 (UTC)

Good point, Andries. I do not have a problem with these checklists if they are placed in the destructive cults article.  19:07, 3 Oct 2004 (UTC)
Zappaz, thanks for you changing your opinion. The problem is, I think, that it is difficult to distinguish between a harmless NRM, a cult and a destructive cult. That is why I think the checklists are important and should stay in the cult article, or at least directly linked to. I mean, my former group has some destructive/exploiting traits, which I only found out after nine years. Besides many scholars, the media and the public do not make the distinction between a cult and a destructive cult.  19:19, 3 Oct 2004 (UTC)

That is exactly the reason: the media and the public do not make that distinction. My hope is that the Wikipedia articles can throw some neutral light into that confusion. That is my hope. With your help and the help of other editors editing those articles, we have a good chance to suceed in doing that. And that would be a wonderful thing.  01:10, 4 Oct 2004 (UTC)

Regarding your complaints about Andries' behavior
May be it is because of my English but I think I was the co-author of the Criticism of Prem Rawat article. So were you. So was Jossi. I admit that Gary D was the main author. May be I am confused because of the subtle language differences between Dutch and Engish. Same for e.g. the word """"study"""" that has a slightly different meaning when compared to the Dutch word """"studie"""", which was, in hindsight, the reason for one of my many disputes with Jossi.  23:06, 10 Nov 2004 (UTC)

I only said on talk:past teachings of Prem Rawat that I do not understand you. In fact, I defended you against Jim's accusations.  23:06, 10 Nov 2004 (UTC)

I checked what I wrote on forum8 about you the last 60 days and I could only find the following post by me in which I defended you. http://www.forum8.org/forum8/posts/7621.html  23:06, 10 Nov 2004 (UTC)

I really do not understand why you think that my behavior towards you is inappropriate.  23:06, 10 Nov 2004 (UTC)

Zappaz, I think we have to concentrate on articles to prevent endless and senseless discussions. I do not think that we will ever agree about your complaints about my behavior.  01:26, 11 Nov 2004 (UTC)

I clearly see that you do not want to take responsibility for your actions. Fair enough.  05:35, 11 Nov 2004 (UTC)

Zappaz, I do take responsibility for my words. I write here under my real name and I even clarified my words outside Wikipedia upon your request here in Wikipedia. This is far more than the guidelines in Wikipedia or its spirit demand.  18:30, 12 Nov 2004 (UTC)

Besides, I did not make a cloaked accusation towards you. I had no other intention than to defend both Jim and you.  What can I do to convince you of that? In that post I explicitly wrote that I believed you to be sincere. It is not my fault that you go far beyond the literal meaning of what I wrote there and suspect that I made a cunning attack on your credibility. It took me even a while before I understood to what extent you had misinterpreted what I wrote.  18:30, 12 Nov 2004 (UTC)

Thanks
Zappaz, I appreciate the information from Marc Galanter in the DLM article.  18:13, 18 Nov 2004 (UTC)
~
Your views on apostasy
I generally consider apostates' testimony to be reliable. For years I thought that the detractors of SSB had been dirty liars who had been bribed to g"
4WuoyIegET2NB0olXSy3IFmCYcI=,"You what? I can't build a consensus by chiding people who have different views from my own that they ought to show respect for others' views? I should build it by entirely disregarding their views? Jeez, man, I thought I was working on a wiki. Looks like I wandered into something completely different from that. 07:22, 14 Dec 2004 (UTC)

 You feel that others are disregarding minority views.  I'm sorry that you feel that way.  Look at the comment I wrote when I reverted Anthony Dipietro's deletion of the picture.  Does it look like I'm disregarding the views of others?  Here is what I wrote. Anthony, I think it looks as if you may be attempting to revive the reversion war over the picture.  Nevertheless I'm open to persuasion if you can justify the removal of the picture.  I've reverted your edit for now because of an inadequate explanation, but would not revert a second time on this occasion. |Talk]] 12:18, 14 Dec 2004 (UTC)
A lot of others are disregarding minority views.  Just look at the poll.   12:54, 14 Dec 2004 (UTC)"
tKnXyfinxiIy2lFJLfTqMuMAw98=," CheeseDreams and Historicity of Jesus 

Firstly, thanks for kind comments on my user page. They were totally appreciated... I'm in a much better state now so I'll be reverting back. It's good to know that people are very kind on this site though -) 

(note that I'm sending this message to a few people as a general call for help) Anyway, back to the point (I've posted this to WP:AN): Can I please get advise on how to deal with the extensive changes that CheeseDreams is making on this article? She's running roughshod over everyone on an extremely controversial article. It's already been stuffed up due to this user's edits and had to be protected by RickK (in it's highly POV and badly structured form: at one point there were essentially TWO articles on the one page). Now CheeseDreams is making a massive change without using the talk page, and it adding sections that don't even have any content in it! I've reverted back and have requested that she bring her changes to the talk page. I would appreciate advise on how to procede with this, I don't particularly want to engage in an edit war with her. -  13:58, 14 Dec 2004 (UTC)"
RyjTqT8Bcc02WhIGgGD/SgYzbiw=,"""

Can you add a sentance referring to """"chromaticity  Coordinates""""?

You have everyting else except a senttance to that.,?

please

]] 15:15, Dec 14, 2004 (UTC)"""
PV1KBYAHetaTf/Hu6Lb8RLNoD/U=,"I would consider an entire WikiProject to be a special case. -  18:34, Dec 14, 2004 (UTC)"
Fa95u6AdGgmTDN+yh4chCpfiP80=," Copyright tag 

This is concerning Image:Palau and oceania.jpg.  As part of the Wikipedia:Untagged Images project, I have tagged it as possibly unfree because I could not determine its copyright status.  It seems likely that it is in the public domain but I didn't have enough information to tag it that way.  You can help this project by applying Wikipedia:Image copyright tags to all of your uploaded images.  Thank you,  — Edwin Stearns | Talk 18:59, 14 Dec 2004 (UTC)"
4tXjk2aVKzRrSwh5+fvNkUN/KxE=," Keep.  21:13, 14 Dec 2004 (UTC)"
7W998rt5d5/m4LSU/zxRfkajSWc=,"Keep.  21:15, 14 Dec 2004 (UTC)"
fGaWskKrG70EeOLkYf5ZGxxPu0k=," Keep.  21:15, 14 Dec 2004 (UTC)"
636sfMBCauB/piIn+DXmpcVzr6w=," Keep.  21:19, 14 Dec 2004 (UTC)"
OLOiXWCTpZichFPSrG8nNfugTE8=,"""
I do not believe that she is ever referred to this in the movie. There is a scene where one of Syndrome's henchmen calls her """"Little Miss Disappear,"""" which is probably where this came from.  22:03, 14 Dec 2004 (UTC)

 Safari 
This page will cause Safari to crash on my systems. Further accounts are probably needed to confirm this to be systemic.  22:03, 14 Dec 2004 (UTC)"""
JA6kR8tmmUHmwTeA2+ha+dqOIqU=,"Go to IMDB.com, 66.169.209.193. Go to Destiny Deoxys's company freaking credits. You'll see."
aPnB69QUaipNuws4v8Ry7nSBJgs=,"Thanks for experimenting with Wikipedia. Your test worked, and has now been reverted or removed. Please use Wikipedia:Sandbox for any other tests you want to do, since testing in articles will normally be reverted quickly. Please see the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.   | Talk 02:50, 15 Dec 2004 (UTC)"
9leiy3VLdAx3FF2+XH0Eyr0iE+A=,"""This article was referenced by the press:
Extreme Blogging., Matt Rand for Forbes. Part of the Best of the web. Glowing report, and has this to say about Wikipedia:
We asked Frederick Allen, Managing Editor of American Heritage [published by Forbes], to compare entries from Britannica Online and the Wikipedia. He was skeptical about the Wikipedia, but after throwing several queries at the two encyclopedias (Haydn, Millard Fillmore, warblers), he admitted, """"it looks as if Wikipedia's gotten a lot better, more thorough and more accurate."""" Even the Wikipedia's James II of Britain article beat Britannica in size, reach and outside references. But Allen cautioned that there's """"still the underlying problem that you can't be sure of the accuracy of what it presents, because of the fact that it's open to contributions from the public.""""

"""
Vf/SLaR/SqpmbqGVsc6X0ArojSY=,"Done.  Let me know what you think.  17:29, 15 Dec 2004 (UTC)"
wE4Q0J5iorh5uaJK+1v/xl7CEcs=,"Please stop adding nonsense to Wikipedia.  It is considered vandalism.  If you want to experiment, please use the sandbox.  Thank you. 21:59, 15 Dec 2004 (UTC)"
Q1biK8HckDwbupJWtyrhJ1DBQUk=,"Proto languages==
This is the most probable development:
 Proto-Uralic: 4000 BC
 Proto-Finno-Ugric: 3000 BC
 Proto-Finno-Permic: 2000 BC
 Proto-Finno-Volgaic: 1500 BC
 Proto-Finno-Lappic & Proto-Ugric: 1000 BC
 22:09, 15 Dec 2004 (UTC)

=="
PWWM+jTE9MvhCX2Nvvtf02/D9I8=,"Emilia

Do you find more information about this Swedish diva? If you do so, help complete this article!  00:36, 16 Dec 2004 (UTC)"
C2ZdV7RY4MuFLU0nSTnCrvGequg=,"I agree with my own socks above (because I wrote the foregoing myself, but forgot to sign off the right way) 00:40, 16 Dec 2004 (UTC)"
GybYSa+wkwFm8PTT7iGP6i6oLjU=,"I was afraid that might come up when I saw you break out the quotes page. I'm glad it weathered the storm thoughit wouldn't work on Wikiquote. It's not just a list of  quotesyou need the context too. That was very smart to make it a timeline.  01:54, 16 Dec 2004 (UTC)"
KJWYRsPHAdnsyJ920XFcDvElqrE=,"""

I agree.  The mention of """"The Revocation of Nantes"""" should stay.  02:17, Dec 16, 2004 (UTC)"""
6RtwLg9iicKkUHa6Hi7CdQp82g0=," Thanks, Michael   08:57, 16 Dec 2004 (UTC)"
DsWSu1QZ4UIscn864qmtU35nte4=,"Come and Hear
JFW removed the link but I think this warrants a bit more discussion. Despite it being an anti-Jewish website, unfortunately THIS particular website also happens to be an important resource, as I'm not aware of any other site of the net that has parts of the Talmud online (yes there's Rodkinson but I think his version is spurious and anyway, the tractates are quite different in the two resources). Wikipedia pages have links to POV websites all the time, including very biased or deplorable ones. I think that it should be put back in, while it's the only site with a large proportion of Soncino in English online. Counterarguments shall be much appreciated.  11:48, 16 Dec 2004 (UTC)"
LsNV3BkDdZH+f5yFqW/CDQ0eblA=,"Look at the history -)  12:10, 16 Dec 2004 (UTC)"
4+rlXhGMP8Yys+XYMKz5cV8/+Cs=," Dec 2004 (UTC)
 This article has been substantially expanded since being listed on VfD. \talk]] 18:09, 16"
8a56PRx/8uQ9fJ8CIdzbjEsvdgQ=,"""

On Dec 9, Tagishsimon listed Image:Dsc00003.jpg on ifd. On Dec 11, you wrote """"Somebody deleted this, but there is no record in the deletion log or in the deleted edits (is this a bug?). Please leave this listing here until somebody figures out what happened.""""

Did you ever find out what happened? If not, you may want to move your question somewhere else. (Everything on the page is normally deleted after seven days.)  –  (talk) ()[[]] 20:15, Dec 16, 2004 (UTC)"""
PeSGqtUvj2PnlPoKn7n5mZPILgk=,""":Many contest that John was a forgery written directly to attack gnosticism (thus having a similar style). But the most supported stance of the 3 (gnostic/anti-gnostic/stance 3) is that the original more gnostic version was doctored (actually quite a lot of people support this idea - Cerinthus was held by some to have been the author, despite the fact that Irenaeus, who makes the first known quotes from John, uses his """"copy"""" of the gospel to attack Cerinthus.

Mark can be seen as gnostic - see the pythagoreanism part for example, re. 153. But in particular, the mysterious naked youth, and thomas didymous which can both easily be seen as gnostic teachings,(n.b. thomas didymous translates into english as twin twin), though I am not going to elaborate on that here, as I will add it to the article at some point. Also, the very existance of Secret Gospel of Mark is gnostic, as well as the reasoning that Clement gives for it's creation, and his statement that the Carpocrations favoured it heavily.

P.s. I think it would only be fair of me to inform you that I have actually met Jimmy Dunn, in a professional capacity, for quite some time, so there is little point in trying to quote his work at me.  23:51, 16 Dec 2004 (UTC)

"""
gNdOvuCl53BqLlJdVU6b0ipaZ2I=," Thank you 

I am studying Sociology in school and am doing an essay on the scientific method and it's application to sociology.  I have poured over all of my books to find a definition for falsifiability other than that given in the oh-so-trusty Websters to no avail.  I came across this web page and can now continue on with the essay.  Thank you so for having a wonderful, free information source. 01:26, 17 Dec 2004 (UTC)"
DfO6myq8Ofv37pnfZHRgMwQ3jSM=,""" * 01:27, 2004 Dec 17 (UTC)"""
iSdqVvYBJLg8b3XmVPnzdy0f6v0=,"Welcome!

Hello, and welcome to Wikipedia. Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers: 
How to edit a page
Editing tutorial
Picture tutorial
How to write a great article
Naming conventions
Manual of Style 
I hope you enjoy editing here and being a Wikipedian! By the way, you can sign your name on Talk and vote pages using three tildes, like this: ~~~. Four tildes (~~~~) produces your name and the current date. If you have any questions, see the help pages, add a question to the village pump or ask me on my Talk page. Again, welcome!   | Talk 02:20, 17 Dec 2004 (UTC)"
T5PM8Ujl7FDTMjCN09UQrfUCIb8=," Add Ma On Shan (KCRC) as the featured article 
I want to add Ma On Shan (KCRC) as the featured article on December 21, 2004. Would you accept my request?  04:54, 17 Dec 2004 (UTC)"
rrnJK2CzYUvlPvjeVC5UN6xSgTU=,"""

Would it make sense, then, to include a line in the article that says:

Although Stronach's political career has been entirely within conservative political parties, one contributor to Wikipedia believes strongly that she is a social democrat and that she will leave the Conservative Party to join the NDP.

Would that keep you happy, michaelm?  That seems to be a pretty fair depiction of the situtation here. The trouble is that this is not the Wikipedia style. The Wikipedia style is to report facts. Where a contentious matter is at debate, sometimes articles will use words like, """"Some people believe that...."""" this is officially discouraged. And the problem here is that we cannot say that some people believe this since it is only you. Sorry, pal, but you're not going to win this one until Stronach herself says something about her social democratic beliefs.  19:10, 17 Dec 2004 (UTC)"""
Tx6PKjje+tmEzghfVbr//AnzsKQ=," You have never met or been photographed with Keith Wigdor. 

Whoever you are, I am asking you to not interfere with the article about Keith Wigdor.  You have no resources or connections to him (unless you are somehow being deceptive), so really you are not any sort of expert on this artist.   20:04, 17 Dec 2004 (UTC)"
5NhugLJKIIALJyTACq5pDPjo0I0=," Your request has been accepted.  Submit evidence at Wikipedia:Requests_for_arbitration/Ciz/Evidence.   (Talk, )]] 20:04, Dec 17, 2004 (UTC)"
mq9AuAC1nZTJdKTwdFWGi8lBrc4=,"""

Infobox
I made a infobox for Danish universities (:Template:Infobox Danish University). It is simply copied from the Swedish one, but adapted to the info I could find on the Copenhagen University website. I couldn't find any numbers on how to break up the student body into undergraduate and doctoral students, nor on how large a part of the staff is actually teaching staff. Look at the Swedish box at Uppsala University for comparison. If these things can be found, the template can be adjusted accordingly. """"Athletics"""" is important at American universities and doesn't really need to be in the infobox for European universities any more than a lot of other student activities or societies. /  23:04, 17 Dec 2004 (UTC)"""
y1ciV+E/Xc6OT9U6DxsTqwojFzc=,"""

I am pleased that others have joined this enquiry but I am already dismayed to find that someone has found it necessary to sweep the """"Jewish Question"""" under the carpet when reference on this Talk page had already been made to one incident involving a """"Final Solution"""" of the Jews in England. I like those terms because they shock the conscience in that everyone knows what those terms mean with regards to Germany in the 1930s and 1940s. It was the passage of the so-called """"Race laws"""" of the 30s that led to the Holocaust of the 40s - there was a cause and effect.

Now with that preface out of the way I am stating that the 1215 Magna Carta contains the smoking gun of England's own move to rid the Isles of the Jews. This is not hidden history but well documented history. It is just not talked about because the English (I am English) don't want to be thought of as being antisemitic, but English history reeks of antisemitism.

What is not being addressed here (and even less now that someone has added the censor's touch), is that the Pope of Rome (there were other Popes), controlled England through his king; church and law (there was no secular law as such that was not santioned by the Church and the Church was the one Church based in Rome. I hope everyone knows about Henry VIII so that I don't have to explain that as well.)

So the Jews were moneychangers. Why were they moneychangers? Go and do your own research! You need to know. The Jews had a moneychanger relationship with the Church and that is why the clause is in there: the Jews were (are) not Christians (duh!) - not members of the Church of Rome. The Pope gave them special status. The representative for all of the wheeler-dealing was the Archbishop. The barons were merely local gangsters, or in today's understanding = warlords (thugs.)

The statements about the Jews in Magna Carta was not intended to educate readers as to who the Jews were - everyone knew who the Jews were. They were the People of the blood libel (""""they killed Jesus""""). The Church whose Jesus the Jews killed put up with them like the Nazis used Jews when it suited them and some Jews (a few) went along with the Nazis to save themselves at the expense of the majority of Jews. This is the thorny issue we are dealing with. Under English law the Jews were forbidden to do practically anything else but be moneychangers! They were the scum of society and the Church had a need for a sub-class of human beings. The Jews did not have the same status as everyone else and the Jews were murdered and abused. Because of the holier than thou attitude towards ethnic cleansing in the world today, the English do not want to admit that they were at it long before Herr Hitler got into the business!

Now move along to 1297 and """"bingo!"""" = no Jews. Why? Because they were kicked out of England, forced to go underground or convert. Same thing happened in Spain. (Hello, isn't that what happened in Nazi Germany?) It was not until the time of Cromwell - long after Henry VIII told the Pope bye, bye and long after Shakespeare wrote his own infamous words about a moneylending Jew that Cromwell talked about religious tolleration. Why? Because Cromwell ruled the English Republic which had severed its relationship with the Church by chopping off the head of the king; abolishing the House of Lords and raiding all of the Church properties to put them out of business. Then the forces of the Republic went to Ireland and engaged in """"ethnic cleansing"""" by wholesale murder and mayhem.

Read your history. Move up to the time of 18th Century and read about the status of Jews in Parliament (how and when they were finally allowed to sit in Parliament.)

The bottom line. The Magna Carta of 1215 needs to be explained: who wrote it and why and what it says and why. What we have here on Wiki right now is pure boring propaganda that explains nothing. But by looking at the clauses dealing with the Jews you can see that while the English may get on their high horses and yell about the evil Germans (remember the UK Royals are German are hiding under another name since WWI), then it is possible to gulp and say """"me too"""" (in English) and understand that evil knows no race or religion.  16:12, 18 Dec 2004 (UTC)"""
lFEPf2tJWbUArWff+wy7aMgsym8=," OMG 

I HAVE THE SAME BIRTHDAY AS BRITNEY SPEARS WOOO"
r7tlhNcjvipRO9x+M/RitgrB0Tg=,"That all you are saying, believing and fighting for are plain false.
Muslim will dwell all the Earth, even Qudus, that you call jerusalem!
But we will not distroy the world, we will just keep it out of the problems."
xSU9JzRVjCTJeYgQJYc8VLYA+R8=,"If you think the list of such links on the Christianity article (etc) are biased, then go fight that battle.   Don't start sliming other articles in order to make a point.  "
rFccY5d1RCD4Ndkvc/h/VPXaIyA=,"Faculty is different because it has both singular and plural senses.  Team does not.  However, I like the way you have solved the problem with your latest edit.  01:25, 2004 Dec 19 (UTC)"
r0au4kax3VN6kqKdduJ16qwRv/k=,"""  * 04:34, 2004 Dec 19 (UTC)"""
cL4oHNqPbUEHvuN8rJx7kA31FH8=," Young America movement 

Thank you for your contribution of this article. Please note that in keeping with Wikipedia policy of avoiding self-references, items like a user signature (~~~~) should not appear in article text. (I have already removed it from that article.) Your edits are attributed to you in each article's page history, and issues relating to an article can be discussed on its talk page. You may also want to create , on which some users list articles they have created.  05:10, 2004 Dec 19 (UTC)"
z1KXcvifAAECOygjZTf52SCFQKw=," sandbox 

thank you for preserving the sandbox. I've been working trying to put order to the sandbox! Let's make the sandbox wackier!  07:31, Dec 19, 2004 (UTC)"
CC1S6DGes22StAXY6bL3mgOfwAE=,"""==Bands in the """"Thunderbirds"""" video==
As a general point, it'd be handy if you could actually keep your comments on my talk page, rather than removing them after they were added. I have no objection to them being there, and it serves as a useful reference that later on I can look and say """"Oh yes, that's right. Ariem told me such-and-such"""", without needing to hunt through the page history for deleted comments. You can obviously do whatever you want with my comment here, but I'd prefer anything on my page to stay there.

More importantly, do we actually have a name here or there which could be googled or wiki'd in order to confirm that there are indeed real bands in the video?  10:40, 19 Dec 2004 (UTC)"""
0rLOKxDH4WrNk04wxdjESn++hQI=,""" 

death to critics

So instead of  'every' earlier, now you are giving isolated cases, such as Theo van Gogh, Vincent van Gogh, Rashad Khalifa, and Irshad Manji who received death threats or were killed by anonymous unknown radicals.  What happened to every claim? Anyway, to prove your case that Islam sanctions death sentence to its critics, you can't just post the names of isolated cases where people received death threats from anonymous radicals! You need to post the names of prominent Islamic scholars and universities such as Al Azhar (not isolated radicals) who issued the death sentence against these people. The fatwa  against Rushdie was rejected by Al Azhar and all countries except Iran. So all you need to do is post Islamic sites (not anti-Islamic sites and isolated radical sites) who issued the death sentence against Menji, Rashad Khalifa, Theo van Gogh, etc. Bring your proof. Just throwing the names of isolated cases where someone received death threats from isolated anonymous radical doesn't prove Islam sanctions death sentence to it's critics! After 9/11, many Muslims and mosques received threats and some Muslims/Sikhs were even killed. That doesn't mean the US sanctions death to all American Muslims.  You are such a pathetic joke, dude!  Posting isolated cases where people received death threats from anonymous radicals doesn't prove a thing. We don't even know for sure who killed Rashad. You added even his name. You need to post the names of Muslim scholars who issues death sentence against, say, Rashad, Vincent van Gogg, and Menji. Then you need to post evidence that this was consensus among Muslim scholars on each of these cases.  Without that, you don't have any case, and you are refuted once again  09:33, 30 Nov 2004 (UTC)

 """"Anyway, to prove your case that Islam sanctions death sentence to its critics, you can't just post the names of isolated cases where people received death threats from anonymous radicals!  You need to post the names of prominent Islamic scholars and universities such as Al Azhar (not isolated radicals) who issued the death sentence against these people. The fatwa  against Rushdie was rejected by Al Azhar and all countries"""" <- these anonymous radicals represent the sentiments felt by their factions in ISlam -they represent their interpretation of Islam. I also provided examples of critics who were murdered by MUHAMMAD himself. Al-Azhar is not a higher authority than Muhammad.

No, you have only provided two stories in Ibn Ishaq about Muhammad that are rejected by Muslims, such as rejected here.  Al Azhar and Muslim scholars will interpret what Muhammad did and what Islamic law says, not an anti-Islamic bigot like you. You made a bold claim that in Islam critics are to be to be killed. I refuted that by giving examples that contradict that. You then claimed that every critic received a death sentence. You were refuted again. You then posted a list of isolated critics such as Rushdie, Menji, Rashad Khalifa, Theo van Gogh, etc, who received death threats from anonymous radicals. That's like posting (a much longer list) of Muslims/Sikhs who received death threats or were killed after 9/11, and claiming that American law allows Muslims to be killed. You were refuted again.  You need to provide names of prominent well known Muslim scholars (not anti-Islam sites or isolated radicals) for each of these cases and prove that they issued the death sentence. After that, you need to provide proof that that judgement was a consensus among Muslims scholars. You didn't do that. You were refuted once again. Since you are an anti-Islamic bigot, you can't just claim that Muhammad did this or that or Islamic law says this or that and expect that claim to be inserted in Encyclopedia. You need to provide proof. You couldn't because you were wrong. Try again, dude. You have failed quite miserably here  03:40, 1 Dec 2004 (UTC)

Furthermore, whe opinons of secular governments are irrelevant - of course Musilm countries rejected the death fatwa against Rushdie, but this was due to international politics, not due to religion. Also, as stated before, Ayatollah Khomenie was a Shiah CLERIC. The only way to be an Ayatollah is to be born as one. Aside from being the dictator or IRan, Khomenie was also the spiritial and religious leader of huge numbers of Sha'ias around the world. Khomenie wrote many fatwas and books about Islam. His most famous fatwa, of course, calls for the murder of Salman Rushdie. Now Al-Azhar - a SUNNI university  SUPPOSEDLY rejected KHomenei's teachings. This does not mean by any means prove that Al-Azhar was right, and Khomenie was wrong. The fact that KHomenie was a shiah cleric, while Al-Azhar is a sunni university is also a  gaping hole in this argument. You have no ev"
